Endereço;Complemento;Cidade;Estado;CódigoPostal;Name;Telefone;Bairro;Região OP;URL;Tipo;Categoria;Latitude;Longitude;Endereço Formatado
Av Brasil, 1523;;Porto Alegre;RS;90230-060;Escola de Musical Brasília;(51)3337-2885;Sao Joao;NOROESTE;;ESPAÇO DE FORMAÇÃO CULTURAL;música;-30,007915309267;-51,192407281026;Av Brasil, 1523 Porto Alegre, RS 90230-060
Av Venâncio Aires, 67;;Porto Alegre;RS;90040-192;Casa da Venâncio Secretaria de Cultura (Emac);(51)3289-8091;Cidade Baixa;CENTRO;;ESPAÇO CULTURAL;PATRIMONIO;-30,042793687417;-51,219097635559;Av Venâncio Aires, 67 Porto Alegre, RS 90040-192
Av. Alberto Bins, 665;;Porto Alegre;RS;90030-140;Teatro do SESC;(51)3284-2070;Centro Historico;CENTRO;http://www.sesc-rs.com.br/home/teatro/teatrosunidades.htm;ESPAÇO CULTURAL;;-30,027855018371;-51,219650503982;Av. Alberto Bins, 665 Porto Alegre, RS 90030-140
Av. Assis Brasil, 164; 2º andar;Porto Alegre;RS;91010-000;Arcoíris Bourbon Assis Brasil;(51)3362-3608;Sao Joao;NOROESTE;http://www.arcoiriscinemas.com.br/;ESPAÇO DE FORMAÇÃO CULTURAL;;-30,007984847819;-51,184220336813;Avenida Assis Brasil, 164 - São João, Porto Alegre - RS, 91010-000, República Federativa do Brasil
Av. Assis Brasil, 3522; 3º Andar;Porto Alegre;RS;91010-007;GNC Cinemas Shopping Lindóia;(51)3299-0505;Jardim Lindoia;NOROESTE;http://www.gnccinemas.com.br;ESPAÇO DE FORMAÇÃO CULTURAL;;-30,01032731707;-51,151504056467;Avenida Assis Brasil, 3522 - Jardim Lindóia, Porto Alegre - RS, 91010-007, República Federativa do Brasil
Av. Assis Brasil, 4320;;Porto Alegre;RS;91110-001;Arcoíris BoulevardStrip Center ;(51)3344-1483;Sarandi;NORTE;http://www.arcoiriscinemas.com.br/;ESPAÇO DE FORMAÇÃO CULTURAL;;-30,009010374453;-51,143604141192;Av. Assis Brasil, 4320 Porto Alegre, RS 91110-001
Av. Assis Brasil, 8450;;Porto Alegre;RS;91140-001;Auditório da Fatec Senai RS;(51)3347-8400;;;http://www.senairs.org.br/faculdade/;ESPAÇO CULTURAL;;-29,975088849985;-51,114871901547;Av. Assis Brasil, 8450 Porto Alegre, RS 91140-001
Av. Assis Brasil, 8450;;Porto Alegre;RS;91140-001;FATEC Senai RS;(51)3347-8400;;;http://www.senairs.org.br/faculdade/;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-29,975091779671;-51,114870090422;Av. Assis Brasil, 8450 Porto Alegre, RS 91140-001
Av. Assis Brasil, 8787;;Porto Alegre;RS;91140-000;Teatro do SESI;(51)3347-8706;Sarandi;NORTE;www.centrodeeventosfiergs.com.br;ESPAÇO CULTURAL;;-29,978648042229;-51,114369445367;Av. Assis Brasil, 8787 Porto Alegre, RS 91140-000
Av. Assis Brasil, 8787;;Porto Alegre;RS;91140-001;Feiarte;(41)3075-1100;;;http://www.feiarters.com.br/;ESPAÇO DE FORMAÇÃO CULTURAL;artesanado, artes visuais, dança, artes gráficas, música;-30,030304235119;-51,231110567494;Av. Assis Brasil, 8787 Porto Alegre, RS 91140-001
Av. Augusto Meyer, 146;;Porto Alegre;RS;90550-110;Teatro do Sinduscon RS;(51)3021-3448;Higienopolis;NOROESTE;http://www.teatrosindusconrs.com.br/;ESPAÇO CULTURAL;;-30,021540236589;-51,184626018724;Av. Augusto Meyer, 146 Porto Alegre, RS 90550-110
Av. Baltazar de Oliveira Garcia, 2132;;Porto Alegre;RS;91130-000;Biblioteca Pública Estadual do Centro Humanístico Vida ;(51)3344-3960;Sarandi;NORTE;http://www.fgtas.rs.gov.br/portal/index.php?menu=programa_viz&cod_noticia=599;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura, cultura digital;-30,011487116614;-51,127650478197;Av. Baltazar de Oliveira Garcia, 2132 Porto Alegre, RS 91130-000
Av. Benjamin Constant, 1773;;Porto Alegre;RS;90550-002;Cine Teatro Presidente;;Sao Geraldo;HUMAITA/NAVEGANTES;;ESPAÇO CULTURAL;;-30,016555960567;-51,197057963561;Av. Benjamin Constant, 1773 Porto Alegre, RS 90550-002
Av. Bento Gonçalves, 1129;;Porto Alegre;RS;90650-000;Arquivo Histórico de Porto Alegre Moysés Vellinho;(51)3219-7900;Santo Antonio;PARTENON;http://www2.portoalegre.rs.gov.br/smc/default.php?reg=10&p_secao=19;ESPAÇO CULTURAL;PATRIMONIO;-30,053958227243;-51,200833488231;Av. Bento Gonçalves, 1129 Porto Alegre, RS 90650-000
Av. Bento Gonçalves, 2460;;Porto Alegre;RS;90650-003;Memorial da Loucura Hospital São Pedro;(51)3336-5162;Partenon;PARTENON;;ESPAÇO CULTURAL;;-30,060845951107;-51,190289441498;Av. Bento Gonçalves, 2460 Porto Alegre, RS 90650-003
Av. Bento Gonçalves, 7712; Prédio 41301;Porto Alegre;RS;90540-000;Biblioteca UFRGS Agronomia;(51)3308-7456;Agronomia;LOMBA DO PINHEIRO;http://www6.ufrgs.br/agronomia/novo/index.php?p=biblioteca/inicio.php;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,078847896883;-51,116474079334;Avenida Bento Gonçalves, 7712 - Agronomia, Porto Alegre - RS, 90540-000, República Federativa do Brasil
Av. Bento Gonçalves, 9090; Prédio 42602;Porto Alegre;RS;90035-007;Biblioteca UFRGS Veterinaria;(51)3308-6118;Santana;CENTRO;http://www.ufrgs.br/bibvet/;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,077011718494;-51,128873133473;Avenida Bento Gonçalves, 9090 - Agronomia, Porto Alegre - RS, 90540-000, República Federativa do Brasil
Av. Bento Gonçalves, 9500;;Porto Alegre;RS;90540-000;Museu de Paleontologia do RS Instituto de Geociências da UFRGS ;(51)3316-6578;Agronomia;LOMBA DO PINHEIRO;http://www.ufrgs.br/geociencias/;ESPAÇO CULTURAL;;-30,076997799635;-51,128869676133;Av. Bento Gonçalves, 9500 Porto Alegre, RS 90540-000
Av. Bento Gonçalves, 9500;;Porto Alegre;RS;90540-000;Museu de Topografia professor Laureano Ibrahim Chaffe UFRGS;;Agronomia;LOMBA DO PINHEIRO;www.ufrgs.br/museudetopografia;ESPAÇO CULTURAL;;-30,077001898286;-51,128869946203;Av. Bento Gonçalves, 9500 Porto Alegre, RS 90540-000
Av. Bento Gonçalves, 9500; Prédio 43423;Porto Alegre;RS;91501-970;Biblioteca UFRGS Biociências;(51)3308-7645;Agronomia;LOMBA DO PINHEIRO;http://www.ufrgs.br/bibbio/;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,077007838566;-51,128874333074;Avenida Bento Gonçalves, 9500 - Agronomia, Porto Alegre - RS, 90540-000, República Federativa do Brasil
Av. Bento Gonçalves, 9500;setor 6;Porto Alegre;RS;91501-970;Biblioteca UFRGS CENTRO DE TECNOLOGIA DA ESCOLA DE ENGENHARIA (CTENG);(51)3308-6534;Agronomia;LOMBA DO PINHEIRO;http://www.ct.ufrgs.br/;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,077010010082;-51,128880271592;Av. Bento Gonçalves, 9500 Porto Alegre, RS 91501-970
Av. Bento Gonçalves, 9500; Prédio 43122 ;Porto Alegre;RS;90035-007;Biblioteca UFRGS Quimica;(51)3308-6280;Santana;CENTRO;http://www.iq.ufrgs.br/biblioteca/;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,077015218663;-51,128868435794;Avenida Bento Gonçalves, 9500 - Agronomia, Porto Alegre - RS, 90540-000, República Federativa do Brasil
Av. Bento Gonçalves, 9500; Prédio 43321;Porto Alegre;RS;91501-970;Biblioteca UFRGS CIÊNCIAS SOCIAIS E HUMANIDADES (CSH);(51)3308-7284;Sao Jose;PARTENON;http://www6.ufrgs.br/ifch/index.php?option=com_content&view=article&id=114&Itemid=171;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,07701425862;-51,128875576884;Av. Bento Gonçalves, 9500 Porto Alegre, RS 91501-970
Av. Bento Gonçalves, 9500; Prédio 43113 ;Porto Alegre;RS;91501-970;Biblioteca UFRGS Geociências;(51)3308-6402;Sao Jose;PARTENON;http://www6.ufrgs.br/geociencias/bibgeo/bib/index.php;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,077008493437;-51,128876642781;Av. Bento Gonçalves, 9500 Porto Alegre, RS 91501-970
Av. Bento Gonçalves, 9500; Prédio 43124;Porto Alegre;RS;91501-970;Biblioteca UFRGS Matemática;(51)3308-6228;Sao Jose;PARTENON;http://paginas.ufrgs.br/mat/biblioteca;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,077013452935;-51,128873730445;Av. Bento Gonçalves, 9500 Porto Alegre, RS 91501-970
Av. Bento Gonçalves, 9500; Prédio 43135 ;Porto Alegre;RS;91501-970;Biblioteca UFRGS Física;(51)3308-6425;Sao Jose;PARTENON;http://www.if.ufrgs.br/;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,077008430976;-51,128873526838;Av. Bento Gonçalves, 9500 Porto Alegre, RS 91501-970
Av. Bento Gonçalves, 9500; Prédio 43212;Porto Alegre;RS;91501-970;Biblioteca UFRGS CIÊNCIA E TECNOLOGIA DE ALIMENTOS (ICTA) ;(51)3308-6675;Agronomia;LOMBA DO PINHEIRO;http://paginas.ufrgs.br/icta/biblioteca-setorial e  http://www.ufrgs.br/bibicta/Apresentacao/Apresentacao.htm;ESPAÇO DE FORMAÇÃO CULTURAL;;-30,077011475069;-51,128870631577;Av. Bento Gonçalves, 9500 Porto Alegre, RS 91501-970
Av. Bento Gonçalves, 9500; Prédio 43321;Porto Alegre;RS;91501-970;Biblioteca UFRGS CENTRO BRASILEIRO DE DOCUMENTAÇÃO E ESTUDOS DA BACIA DO PRATA  (CEDEP);;Agronomia;LOMBA DO PINHEIRO;http://www.cedep.ifch.ufrgs.br/;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura, arquivo;-30,077008694934;-51,128875618374;Av. Bento Gonçalves, 9500 Porto Alegre, RS 91501-970
Av. Bento Gonçalves, 9500; Prédio 43412;Porto Alegre;RS;91501-970;Biblioteca UFRGS Informática;(51)3308-6163;Sao Jose;PARTENON;http://www.inf.ufrgs.br/biblio/;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,077013684043;-51,128877793931;Av. Bento Gonçalves, 9500 Porto Alegre, RS 91501-970
Av. Bento Gonçalves, 9500; Prédio 43433;Porto Alegre;RS;91501-970;Biblioteca UFRGS Botânica;(51)3308-7681;Agronomia;LOMBA DO PINHEIRO;;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,07700789347;-51,128875854333;Av. Bento Gonçalves, 9500 Porto Alegre, RS 91501-970
Av. Bento Gonçalves, 9500; Prédio 43815;Porto Alegre;RS;91501-970;Biblioteca do Colégio Aplicação;(51)3308-6998;Sao Jose;PARTENON;http://www.cap.ufrgs.br/interno.php;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,077008524773;-51,128871566768;Av. Bento Gonçalves, 9500 Porto Alegre, RS 91501-970
Av. Bento Gonçalves, 9500; Prédio 44302;Porto Alegre;RS;91501-970;Biblioteca UFRGSPesquisas Hidráulicas;(51)3308-6410;Sao Jose;PARTENON;http://www.iph.ufrgs.br/biblioteca/;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,077007599736;-51,128877924814;Av. Bento Gonçalves, 9500 Porto Alegre, RS 91501-970
Av. Bento Gonçalves, 9600;;Porto Alegre;RS;90540-000;Museu Universitário de Arqueologia e Etnografia MUAE-UFRGS;(51)3316-7169;Agronomia;LOMBA DO PINHEIRO;;ESPAÇO CULTURAL;;-30,076999908775;-51,128862043373;Av. Bento Gonçalves, 9600 Porto Alegre, RS 90540-000
Av. Borges de Medeiros, 1501;;Porto Alegre;RS;90020-024;Museu do Folclore / Instituto Gaúcho de Tradição e Folclore;(51)3228-1711;Centro Historico;CENTRO;http://www.igtf.rs.gov.br/;ESPAÇO CULTURAL;;-30,037097192512;-51,228210579666;Av. Borges de Medeiros, 1501 Porto Alegre, RS 90020-024
Av. Borges de Medeiros, 1501; Térreo;Porto Alegre;RS;90020-024;Instituto Gaúcho de Tradição e Folclore;(51)3228-1764;Centro Historico;CENTRO;http://www.igtf.rs.gov.br/;ESPAÇO DE FORMAÇÃO CULTURAL;arquivo, tradicionalismo;-30,037096974408;-51,228211317827;Av. Borges de Medeiros, 1501 Porto Alegre, RS 90020-024
Av. Borges de Medeiros, 1945;;Porto Alegre;RS;90110-150;Teatro do IPE;(51)3221-8799;Praia de Belas;CENTRO;www.ipe.rs.gov.br;ESPAÇO CULTURAL;;-30,043092182694;-51,22888199371;Av. Borges de Medeiros, 1945 Porto Alegre, RS 90110-150
Av. Borges de Medeiros, 1945; 3º andar;Porto Alegre;RS;90110-150;Museu Previdenciário Flores da Cunha;(51)3210-5851;Praia de Belas;CENTRO;;ESPAÇO CULTURAL;;-30,043093793959;-51,228876782571;Av. Borges de Medeiros, 1945 Porto Alegre, RS 90110-150
Av. Borges de Medeiros, 659; 14º andar;Porto Alegre;RS;90020-022;AGERGS Agencia Estadual de Regulação dos Serviços Públicos Delegados do Rio Grande do Sul;5 32888827;Centro Historico;CENTRO;http://www.agergs.rs.gov.br;ESPAÇO DE FORMAÇÃO CULTURAL;arquivo;-30,031536645431;-51,227811635872;Avenida Borges de Medeiros, 659 - Centro, Porto Alegre - RS, 90020-022, República Federativa do Brasil
Av. Borges de Medeiros, 835;;Porto Alegre;RS;90020-024;Teatro de Arena;(51)3226-0242;Centro Historico;CENTRO;http://www.teatrodearena.com/;ESPAÇO CULTURAL;;-30,032367680973;-51,227852561444;Av. Borges de Medeiros, 835 Porto Alegre, RS 90020-024
Av. Borges de Medeiros, 835;;Porto Alegre;RS;90020-024;Espaço Sônia Duro  Teatro de Arena;(51)3226-0242;Centro Historico;CENTRO;http://www.teatrodearena.com/;ESPAÇO DE FORMAÇÃO CULTURAL;arquivo;-30,032364702453;-51,227851334651;Av. Borges de Medeiros, 835 Porto Alegre, RS 90020-024
Av. Brasil, 483;;Porto Alegre;RS;90230-060;Biblioteca Pública do Sesc;(51)3342-5099;Navegantes;HUMAITA/NAVEGANTES;http://www.sesc-rs.com.br/educacao/biblioteca/index.htm;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,004736270898;-51,202521585395;Av. Brasil, 483 Porto Alegre, RS 90230-060
Av. Carlos Gomes, 1610;;Porto Alegre;RS;90480-002;Gloria Corbetta Com de Objeto de Arte;(51)3328-7586;Tres Figueiras;LESTE;www.gloriacorbetta.com.br;ESPAÇO CULTURAL;;-30,034820615188;-51,177314732664;Av. Carlos Gomes, 1610 Porto Alegre, RS 90480-002
Av. Carlos Gomes, 2120;;Porto Alegre;RS;90480-002;Jornalista Roberto Eduardo Xavier SMAM;(51)3289-7519;Tres Figueiras;LESTE;http://www2.portoalegre.rs.gov.br/smam/default.php?p_secao=206;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura, audio visual, arquivo;-30,03738117908;-51,173946078585;Avenida Carlos Gomes, 2120 - Três Figueiras, Porto Alegre - RS, República Federativa do Brasil
Av. Cel. Lucas de Oliveira, 894;;Porto Alegre;RS;90440-011;Escola de Música Tio Zequinha;(51)3332-9531;Boa Vista;NOROESTE;;ESPAÇO DE FORMAÇÃO CULTURAL;música;-30,030238726816;-51,19446879177;Av. Cel. Lucas de Oliveira, 894 Porto Alegre, RS 90440-011
Av. Coronel Lucas de Oliveira, 21;;Porto Alegre;RS;90440-010;Gestual;(51)3330-9673;Auxiliadora;CENTRO;http://www.gestual.com.br/;ESPAÇO CULTURAL;artes visuais, fotografia;-30,022555844194;-51,195370261522;Av. Coronel Lucas de Oliveira, 21 Porto Alegre, RS 90440-010
Av. Coronel Lucas de Oliveira, 432;;Porto Alegre;RS;90440-011;Galeria Nieto;(51)3330-8407;Mont Serrat;CENTRO;http://www.nieto.art.br/;ESPAÇO CULTURAL;;-30,0261999319;-51,194887657238;Av. Coronel Lucas de Oliveira, 432 Porto Alegre, RS 90440-011
Av. Coronel Lucas de Oliveira, 995; 2º Andar;Porto Alegre;RS;90440-010;Davera Arte & Cultura;(51)3222-0816;Bela Vista;CENTRO;http://www.davera.com.br/;ESPAÇO CULTURAL;;-30,031150234336;-51,194487614315;Avenida Coronel Lucas de Oliveira, 995 - Bela Vista, Porto Alegre - RS, 90440-010, República Federativa do Brasil
Av. Cristóvão Colombo, 400;;Porto Alegre;RS;90560-003;Teatro Escola de Porto Alegre-Tepa;(51)3221-7778;Floresta;CENTRO;http://www.tepa.com.br/;ESPAÇO CULTURAL;;-30,026180030809;-51,213621882369;Av. Cristóvão Colombo, 400 Porto Alegre, RS 90560-003
Av. Cristovão Colombo, 545;;Porto Alegre;RS;90560-000;CineSystem Shopping Total;(51)3299-0339;Floresta;CENTRO;http://www.cinesystem.com.br;ESPAÇO DE FORMAÇÃO CULTURAL;;-30,02535776563;-51,212319524576;Av. Cristovão Colombo, 545 Porto Alegre, RS 90560-000
Av. Cristóvão Colombo, 545;;Porto Alegre;RS;90560-000;Museu do Esporte;(51)3018-7765;Floresta;CENTRO;www.museudoesporte.esp.br;ESPAÇO CULTURAL;;-30,025359022068;-51,212319288148;Av. Cristóvão Colombo, 545 Porto Alegre, RS 90560-000
Av. Cristóvão Colombo, 772;;Porto Alegre;RS;90560-003;Cine Theatro Ypiranga;(51)3286-2408;Floresta;CENTRO;http://www.cinetheatro.com.br/;ESPAÇO CULTURAL;;-30,024019135235;-51,210592624474;Av. Cristóvão Colombo, 772 Porto Alegre, RS 90560-003
Av. Desembargador André da Rocha, 50;;Porto Alegre;RS;90050-161;Escola de Música da OSPA;(51)3228-6737;Centro Historico;CENTRO;;ESPAÇO DE FORMAÇÃO CULTURAL;;-30,03286651874;-51,223532960318;Av. Desembargador André da Rocha, 50 Porto Alegre, RS 90050-161
Av. Diário de Notícias, 300;;Porto Alegre;RS;90810-080;Cinemark Barra Shopping Sul;(51)4003-4171;Cristal;CRISTAL;http://www.cinemark.com.br;ESPAÇO DE FORMAÇÃO CULTURAL;;-30,08364951026;-51,246968900493;Av. Diário de Notícias, 300 Porto Alegre, RS 90810-080
Av. Dolores Alcaraz Caldas, 90;;Porto Alegre;RS;90110-180;Memória Ipiranga;(51)3216-4184;Praia de Belas;CENTRO;;ESPAÇO CULTURAL;;-30,045699055288;-51,230042657788;Av. Dolores Alcaraz Caldas, 90 Porto Alegre, RS 90110-180
Av. Edvaldo Pereira Paiva, sn;;Porto Alegre;RS;90110-060;Anfiteatro Pôr-do-Sol ;(51)3228-4298;Praia de Belas;CENTRO;http://www.portoalegre.tur.br/ponto_turistico/anfiteatro_por-do-sol-porto_alegre-21-2-16-62.html;ESPAÇO CULTURAL;;-30,056064050618;-51,233071413371;Rio Grande do Sul, 90110-060, República Federativa do Brasil
Av. Erico Verissimo, 307;;Porto Alegre;RS;90160-181;Centro Municipal de Cultura, Arte e Lazer Lupicínio Rodrigues ;(51)3289-8050;Menino Deus;CENTRO;http://www2.portoalegre.rs.gov.br/smc/default.php?reg=6&p_secao=19;ESPAÇO CULTURAL;;-30,047862390916;-51,218456858072;Av. Erico Verissimo, 307 Porto Alegre, RS 90160-181
Av. Erico Verissimo, 307;;Porto Alegre;RS;90160-181;Teatro Renascença;(51)3289-8066;Menino Deus;CENTRO;http://www2.portoalegre.rs.gov.br/smc/default.php?reg=6&p_secao=19;ESPAÇO CULTURAL;;-30,04786603359;-51,21845490048;Av. Erico Verissimo, 307 Porto Alegre, RS 90160-181
Av. Erico Verissimo, 307;;Porto Alegre;RS;90160-181;Biblioteca Pública Municipal Josué Guimarães;(51)3289-8079;Menino Deus;CENTRO;http://www2.portoalegre.rs.gov.br/smc/default.php?reg=14&p_secao=55;ESPAÇO CULTURAL;;-30,047861082174;-51,218448708985;Av. Erico Verissimo, 307 Porto Alegre, RS 90160-181
Av. Erico Verissimo, 307;;Porto Alegre;RS;90160-181;Saguão – Espaço expositivo;(51)3289-8050;Menino Deus;CENTRO;http://www2.portoalegre.rs.gov.br/smc/default.php?reg=4&p_secao=33;ESPAÇO CULTURAL;;-30,047863642841;-51,218452170633;Av. Erico Verissimo, 307 Porto Alegre, RS 90160-181
Av. Erico Verissimo, 307;;Porto Alegre;RS;90160-181;Galeria Espaço Alternativo do Atelier Livre;(51)3289-8057;Menino Deus;CENTRO;http://www2.portoalegre.rs.gov.br/smc/default.php?reg=57&p_secao=34;ESPAÇO CULTURAL;;-30,047860282498;-51,218455017623;Av. Erico Verissimo, 307 Porto Alegre, RS 90160-181
Av. Erico Verissimo, 307;;Porto Alegre;RS;90160-181;Centro de Dança;(51)3289-8065;Menino Deus;CENTRO;;ESPAÇO CULTURAL;;-30,047865846019;-51,218456154199;Av. Erico Verissimo, 307 Porto Alegre, RS 90160-181
Av. Erico Verissimo, 307;;Porto Alegre;RS;90160-181;Editora da Cidade;;Menino Deus;CENTRO;http://www2.portoalegre.rs.gov.br/smc/default.php?p_secao=167;ESPAÇO CULTURAL;;-30,047863993276;-51,21845758043;Av. Erico Verissimo, 307 Porto Alegre, RS 90160-181
Av. Érico Veríssimo, 307;;Porto Alegre;RS;90160-180;Sala Álvaro Moreyra;(51)3289-8066;Menino Deus;CENTRO;www.portoalegre.rs.gov.br;ESPAÇO CULTURAL;;-30,047861942805;-51,218455691958;Av. Érico Veríssimo, 307 Porto Alegre, RS 90160-180
Av. Érico Veríssimo, 400;;Porto Alegre;RS;90160-180;Espaço RBS Memória RBS;(51)3218-6480;Azenha;CENTRO;www.rbs.com.br;ESPAÇO CULTURAL;;-30,048947278457;-51,21784521985;Av. Érico Veríssimo, 400 Porto Alegre, RS 90160-180
Av. Getúlio Vargas, 92; 1º Andar;Porto Alegre;RS;90150-002;Ases Escola de Música;(51)3225-6097;Menino Deus;CENTRO;http://www.myspace.com/grupoases;ESPAÇO DE FORMAÇÃO CULTURAL;música ;-30,045060366619;-51,220960284786;Avenida Getúlio Vargas, 92 - Menino Deus, Porto Alegre - RS, 90150-002, República Federativa do Brasil
Av. Goethe, 38;;Porto Alegre;RS;90430-100;Auditorium Tasso Corrêa, Instituto de Artes, Sala 62, Gabinete 1;(51)3308-4336;Rio Branco;CENTRO;http://www6.ufrgs.br/artes/atc/?p=apresentacao.php;ESPAÇO CULTURAL;;-30,029442862347;-51,201026332682;Av. Goethe, 38 Porto Alegre, RS 90430-100
Av. Independência, 270;;Porto Alegre;RS;90020-006;Museu de História da Medicina do Rio Grande do Sul (MUHM);(51)3029-2900;Centro Historico;CENTRO;http://www.muhm.org.br;ESPAÇO CULTURAL;;-30,029336941883;-51,218543527152;Av. Independência, 270 Porto Alegre, RS 90020-006
Av. Independência, 453;;Porto Alegre;RS;90035-070;SMC Casa Firmino Torelly ;(51)3289-8000;Independencia;CENTRO;http://www2.portoalegre.rs.gov.br/smc/default.php;ESPAÇO CULTURAL;;-30,029344366292;-51,217577424687;Av. Independência, 453 Porto Alegre, RS 90035-070
Av. Independência, 456;;Porto Alegre;RS;90035-075;Casa Godoy;(51)3289-8039;Independencia;CENTRO;;ESPAÇO CULTURAL;PATRIMONIO;-30,029142831555;-51,216781184463;Av. Independência, 456 Porto Alegre, RS 90035-075
Av. Independência, 745;;Porto Alegre;RS;90035-072;Subterrânea Atelier;(51)9733-1101;Independencia;CENTRO;http://www.subterranea.art.br/;ESPAÇO CULTURAL;;-30,02926266333;-51,213788748598;Av. Independência, 745 Porto Alegre, RS 90035-072
Av. Independência, 75;;Porto Alegre;RS;90010-300;Museu da Santa Casa Irmão Joaquim Francisco do Livramento;(51)32137258;Centro Historico;CENTRO;www.centrohistoricosantacasa.com.br;ESPAÇO CULTURAL;;-30,029402075271;-51,218236784349;Av. Independência, 75 Porto Alegre, RS 90010-300
Av. Independência, 925;;Porto Alegre;RS;90035-075;Teatro da OSPA  ;(51)3311-7919;Independencia;CENTRO; www.ospa.org.br;ESPAÇO CULTURAL;;-30,029501109971;-51,21164845383;Av. Independência, 925 Porto Alegre, RS 90035-075
Av. Ipiranga, 2000;;Porto Alegre;RS;90160-093;Planetário Professor José Batista Pereira UFRGS;(51)3316-5384;Santana;CENTRO;http://www.planetario.ufrgs.br/;ESPAÇO CULTURAL;;-30,044610634966;-51,208457128835;Av. Ipiranga, 2000 Porto Alegre, RS 90160-093
Av. Ipiranga, 2752; 2º andar Prédio 21106;Porto Alegre;RS;90160-093;Biblioteca UFRGS Farmácia;(51)3308-5234;Santa Cecilia;CENTRO;http://paginas.ufrgs.br/farmacia/infraestrutura/biblioteca-1;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,043075004029;-51,202769770826;Avenida Ipiranga, 2752 - Santa Cecília, Porto Alegre - RS, 90160-093, República Federativa do Brasil
Av. Ipiranga, 389;;Porto Alegre;RS;90160-090;Centros de Desenvolvimento da Expressão;(51)3233-5032;Menino Deus;CENTRO;;ESPAÇO DE FORMAÇÃO CULTURAL;música, artes plásticas, dança, teatro;-30,048339701108;-51,224009236735;Av. Ipiranga, 389 Porto Alegre, RS 90160-090
Av. Ipiranga, 5200; 2º andar;Porto Alegre;RS;90160-001;Cinemark Shopping Bourbon Ipiranga;(51)3315-4299;Jardim Botanico;CENTRO;http://www.cinemark.com.br;ESPAÇO DE FORMAÇÃO CULTURAL;;-30,05497842686;-51,189363110542;Avenida Ipiranga, 5200 - Jardim Botânico, Porto Alegre - RS, 90160-001, República Federativa do Brasil
Av. Ipiranga, 5311;;Porto Alegre;RS;90160-000;Teatro AMRIGS;(51)3014-2001;Partenon;PARTENON;http://www.amrigs.org.br;ESPAÇO CULTURAL;;-30,056828818968;-51,186807004132;Av. Ipiranga, 5311 Porto Alegre, RS 90160-000
Av. Ipiranga, 5311; 2º Andar;Porto Alegre;RS;90160-000;Centro de Memória do Associativismo Médico do Instituto Vida Solidária;(51)3301-4202;Partenon;PARTENON;;ESPAÇO CULTURAL;;-30,056825184969;-51,186810610764;Av. Ipiranga, 5311 Porto Alegre, RS 90160-000
Av. Ipiranga, 6681;;Porto Alegre;RS;91530-000;Museu de Ciências e Tecnologia UBEA/PUCRS;(51)3320-3521;Partenon;PARTENON;www.pucrs.br/mct;ESPAÇO CULTURAL;;-30,057963736216;-51,176306816841;Av. Ipiranga, 6681 Porto Alegre, RS 91530-000
Av. Ipiranga, 6681;;Porto Alegre;RS;91530-000;Salão de Atos da PUC;(51)3320-3582;Partenon;PARTENON;http://www3.pucrs.br/;ESPAÇO CULTURAL;;-30,057958246266;-51,176309136011;Av. Ipiranga, 6681 Porto Alegre, RS 91530-000
Av. Ipiranga, 6681; Prédio 16;Porto Alegre;RS;91530-000;Biblioteca Central Irmão José Otão / PUCRS;(51)3320-3544;Partenon;PARTENON;http://www3.pucrs.br/portal/page/portal/biblioteca/Capa;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,057959251544;-51,176310356754;Av. Ipiranga, 6681 Porto Alegre, RS 91530-000
Av. João Obino, 300;;Porto Alegre;RS;90470-150;Teatro do União;(51)3025-3809;Petropolis;CENTRO;http://www.gnu.com.br/projetos_5_da_cultura_eventos.php;ESPAÇO CULTURAL;;-30,034523442272;-51,181581607955;Av. João Obino, 300 Porto Alegre, RS 90470-150
Av. João Pessoa, 1831;;Porto Alegre;RS;90040-001;CineSystem Shopping João Pessoa;(51)3299-0339;Santana;CENTRO;http://www.cinesystem.com.br;ESPAÇO DE FORMAÇÃO CULTURAL;;-30,045842883897;-51,212902300403;Av. João Pessoa, 1831 Porto Alegre, RS 90040-001
